batch	sub	ses	run	task_kind	task_entity	recording_entity	person	participant	date	session	acq_time	sampling_frequency	n_channels	h5_shape	content	detailed_content	source_session	source_h5	source_wav	mirror_h5	mirror_wav	bids_h5	bids_edf	bids_eeg_json	bids_channels_tsv	bids_wav	bids_beh_json	listening_manifest
yuya-listening2-pangolin	sub-01	ses-20241118	run-06	listening	listening	recording-audio_beh	yuya	P01	20241118	session6	2024-11-18T19:13:53	1200	140	1099x1200x140	book	泥濘	/mnt/ms-nas/shige/yuya/20241118/session6	/mnt/ms-nas/shige/yuya/20241118/session6/EEG_try6_140.h5	/mnt/ms-nas/shige/yuya/20241118/session6/2024-11-18 19-13-53_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241118/session6/EEG_try6_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241118/session6/2024-11-18 19-13-53_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241118/eeg/sub-01_ses-20241118_task-listening_acq-pangolin_run-06_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241118/eeg/sub-01_ses-20241118_task-listening_acq-pangolin_run-06_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241118/eeg/sub-01_ses-20241118_task-listening_acq-pangolin_run-06_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241118/eeg/sub-01_ses-20241118_task-listening_acq-pangolin_run-06_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241118/beh/sub-01_ses-20241118_task-listening_acq-pangolin_run-06_recording-audio_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241118/beh/sub-01_ses-20241118_task-listening_acq-pangolin_run-06_recording-audio_beh.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/code/bids/sub-01_listening2_runs.tsv
yuya-listening2-pangolin	sub-01	ses-20241119	run-01	listening	listening	recording-audio_beh	yuya	P01	20241119	session1	2024-11-19T14:44:46	1200	140	1482x1200x140	unknown	終了後確認	/mnt/ms-nas/shige/yuya/20241119/session1	/mnt/ms-nas/shige/yuya/20241119/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20241119/session1/2024-11-19 14-44-46_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241119/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241119/session1/2024-11-19 14-44-46_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/beh/sub-01_ses-20241119_task-listening_acq-pangolin_run-01_recording-audio_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/beh/sub-01_ses-20241119_task-listening_acq-pangolin_run-01_recording-audio_beh.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/code/bids/sub-01_listening2_runs.tsv
yuya-listening2-pangolin	sub-01	ses-20241119	run-02	listening	listening	recording-audio_beh	yuya	P01	20241119	session2	2024-11-19T15:20:25	1200	140	2672x1200x140	unknown	終了後確認	/mnt/ms-nas/shige/yuya/20241119/session2	/mnt/ms-nas/shige/yuya/20241119/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20241119/session2/2024-11-19 15-20-25_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241119/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241119/session2/2024-11-19 15-20-25_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/beh/sub-01_ses-20241119_task-listening_acq-pangolin_run-02_recording-audio_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/beh/sub-01_ses-20241119_task-listening_acq-pangolin_run-02_recording-audio_beh.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/code/bids/sub-01_listening2_runs.tsv
yuya-listening2-pangolin	sub-01	ses-20241119	run-03	listening	listening	recording-audio_beh	yuya	P01	20241119	session3	2024-11-19T16:46:17	1200	140	3785x1200x140	unknown	終了後確認	/mnt/ms-nas/shige/yuya/20241119/session3	/mnt/ms-nas/shige/yuya/20241119/session3/EEG_try3_140.h5	/mnt/ms-nas/shige/yuya/20241119/session3/2024-11-19 16-46-17_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241119/session3/EEG_try3_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241119/session3/2024-11-19 16-46-17_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-03_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-03_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-03_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-03_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/beh/sub-01_ses-20241119_task-listening_acq-pangolin_run-03_recording-audio_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/beh/sub-01_ses-20241119_task-listening_acq-pangolin_run-03_recording-audio_beh.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/code/bids/sub-01_listening2_runs.tsv
yuya-listening2-pangolin	sub-01	ses-20241119	run-04	listening	listening	recording-audio_beh	yuya	P01	20241119	session4	2024-11-19T18:24:21	1200	140	3031x1200x140	unknown	終了後確認	/mnt/ms-nas/shige/yuya/20241119/session4	/mnt/ms-nas/shige/yuya/20241119/session4/EEG_try4_140.h5	/mnt/ms-nas/shige/yuya/20241119/session4/2024-11-19 18-24-21_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241119/session4/EEG_try4_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241119/session4/2024-11-19 18-24-21_listening.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-04_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-04_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-04_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/eeg/sub-01_ses-20241119_task-listening_acq-pangolin_run-04_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/beh/sub-01_ses-20241119_task-listening_acq-pangolin_run-04_recording-audio_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241119/beh/sub-01_ses-20241119_task-listening_acq-pangolin_run-04_recording-audio_beh.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/code/bids/sub-01_listening2_runs.tsv
yuya-overt-pangolin-v2	sub-01	ses-20241206	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20241206	session1	2024-12-06T15:46:04	1200	140	610x1200x140	video game	YEAR OF THE LADYBUG	/mnt/ms-nas/shige/yuya/20241206/session1	/mnt/ms-nas/shige/yuya/20241206/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20241206/session1/2024-12-06 15-46-04_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241206/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241206/session1/2024-12-06 15-46-04_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/eeg/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/eeg/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/eeg/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/eeg/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/beh/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/beh/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241206	run-02	overt	speechopen	recording-vocal_beh	yuya	P01	20241206	session2	2024-12-06T18:53:25	1200	140	2214x1200x140	video game	YEAR OF THE LADYBUG	/mnt/ms-nas/shige/yuya/20241206/session2	/mnt/ms-nas/shige/yuya/20241206/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20241206/session2/2024-12-06 18-53-25_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241206/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241206/session2/2024-12-06 18-53-25_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/eeg/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/eeg/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/eeg/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/eeg/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/beh/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241206/beh/sub-01_ses-20241206_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241210	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20241210	session1	2024-12-10T15:00:43	1200	140	2285x1200x140	video game	Until Then	/mnt/ms-nas/shige/yuya/20241210/session1	/mnt/ms-nas/shige/yuya/20241210/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20241210/session1/2024-12-10 15-00-43_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241210/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241210/session1/2024-12-10 15-00-43_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/beh/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/beh/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241210	run-02	overt	speechopen	recording-vocal_beh	yuya	P01	20241210	session2	2024-12-10T16:48:23	1200	140	5034x1200x140	video game	Until Then	/mnt/ms-nas/shige/yuya/20241210/session2	/mnt/ms-nas/shige/yuya/20241210/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20241210/session2/2024-12-10 16-48-23_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241210/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241210/session2/2024-12-10 16-48-23_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/beh/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/beh/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241210	run-03	overt	speechopen	recording-vocal_beh	yuya	P01	20241210	session3	2024-12-10T18:29:38	1200	140	4205x1200x140	video game	Until Then	/mnt/ms-nas/shige/yuya/20241210/session3	/mnt/ms-nas/shige/yuya/20241210/session3/EEG_try3_140.h5	/mnt/ms-nas/shige/yuya/20241210/session3/2024-12-10 18-29-38_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241210/session3/EEG_try3_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241210/session3/2024-12-10 18-29-38_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-03_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-03_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-03_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/eeg/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-03_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/beh/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241210/beh/sub-01_ses-20241210_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241211	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20241211	session1	2024-12-11T14:28:42	1200	140	4105x1200x140	video game	Mediterranea Inferno	/mnt/ms-nas/shige/yuya/20241211/session1	/mnt/ms-nas/shige/yuya/20241211/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20241211/session1/2024-12-11 14-28-42_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241211/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241211/session1/2024-12-11 14-28-42_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/beh/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/beh/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241211	run-02	overt	speechopen	recording-vocal_beh	yuya	P01	20241211	session2	2024-12-11T16:11:02	1200	140	4154x1200x140	video game	Endless Monday	/mnt/ms-nas/shige/yuya/20241211/session2	/mnt/ms-nas/shige/yuya/20241211/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20241211/session2/2024-12-11 16-11-02_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241211/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241211/session2/2024-12-11 16-11-02_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/beh/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/beh/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241211	run-03	overt	speechopen	recording-vocal_beh	yuya	P01	20241211	session3	2024-12-11T17:35:13	1200	140	2948x1200x140	video game	Endless Monday	/mnt/ms-nas/shige/yuya/20241211/session3	/mnt/ms-nas/shige/yuya/20241211/session3/EEG_try3_140.h5	/mnt/ms-nas/shige/yuya/20241211/session3/2024-12-11 17-35-13_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241211/session3/EEG_try3_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241211/session3/2024-12-11 17-35-13_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-03_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-03_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-03_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/eeg/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-03_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/beh/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241211/beh/sub-01_ses-20241211_task-speechopen_acq-pangolin_run-03_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241212	run-01	overt	speechopen	recording-vocal_beh	yuya	P01	20241212	session1	2024-12-12T14:39:58	1200	140	2206x1200x140	video game	Endless Monday	/mnt/ms-nas/shige/yuya/20241212/session1	/mnt/ms-nas/shige/yuya/20241212/session1/EEG_try1_140.h5	/mnt/ms-nas/shige/yuya/20241212/session1/2024-12-12 14-39-58_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241212/session1/EEG_try1_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241212/session1/2024-12-12 14-39-58_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/eeg/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-01_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/eeg/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-01_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/eeg/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-01_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/eeg/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-01_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/beh/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/beh/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-01_recording-vocal_beh.json	
yuya-overt-pangolin-v2	sub-01	ses-20241212	run-02	overt	speechopen	recording-vocal_beh	yuya	P01	20241212	session2	2024-12-12T15:29:08	1200	140	1414x1200x140	video game	Endless Monday	/mnt/ms-nas/shige/yuya/20241212/session2	/mnt/ms-nas/shige/yuya/20241212/session2/EEG_try2_140.h5	/mnt/ms-nas/shige/yuya/20241212/session2/2024-12-12 15-29-08_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241212/session2/EEG_try2_140.h5	/mnt/ms-nas/asahi/OpenNeuro_data/yuya/20241212/session2/2024-12-12 15-29-08_speaking.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/eeg/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-02_eeg.h5	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/eeg/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-02_eeg.edf	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/eeg/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-02_eeg.json	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/eeg/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-02_channels.tsv	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/beh/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.wav	/mnt/ms-nas/asahi/OpenNeuro_data/eeg_bids_dataset/sub-01/ses-20241212/beh/sub-01_ses-20241212_task-speechopen_acq-pangolin_run-02_recording-vocal_beh.json	
